"Timestamp","id_sourvey","respondent_gender","respondent_birth_year","respondent_education_level","respondent_years_academic_jobs","respondent_particip_local_elections","party","idiological_value"
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"Cambio Radical",2
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"FARC partido",2
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"P. Comunista Colombiano",3
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"P. Conservador",3
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"P. de la U",4
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"Colombia Humana",5
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"Alizana Verde",5
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"Opción Ciudadana",6
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"P. Liberal",7
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"POLO Democrático Alternativo",9
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"Centro Democrático",9
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"Colombia Justa Libres",NA
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"MAIS",NA
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"MIRA",NA
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"ASI",NA
"2020-10-08 11:10:45",4,"Hombre",2001,"Técnico / Técnico profesional",0,0,"P. UP",NA
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"FARC partido",1
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"P. UP",2
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"P. Comunista Colombiano",3
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"Alizana Verde",3
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"Colombia Justa Libres",4
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"Cambio Radical",4
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"Colombia Humana",4
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"P. de la U",4
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"P. Liberal",5
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"MAIS",5
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"MIRA",5
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"POLO Democrático Alternativo",8
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"P. Conservador",8
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"Centro Democrático",9
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"ASI",NA
"2020-10-08 11:11:45",5,"Mujer",1997,"Profesional",0,2,"Opción Ciudadana",NA
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"P. Comunista Colombiano",1
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"Colombia Humana",1
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"FARC partido",1
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"POLO Democrático Alternativo",3
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"Alizana Verde",5
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"P. Liberal",7
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"Cambio Radical",8
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"Centro Democrático",8
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"P. de la U",8
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"P. Conservador",9
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"MIRA",9
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"Colombia Justa Libres",NA
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"MAIS",NA
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"ASI",NA
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"P. UP",NA
"2020-10-08 11:12:37",6,"Mujer",2002,"Profesional",0,0,"Opción Ciudadana",NA
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"FARC partido",1
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"P. UP",1
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"P. Comunista Colombiano",2
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"POLO Democrático Alternativo",3
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"Colombia Humana",3
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"Alizana Verde",4
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"Cambio Radical",6
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"P. Conservador",6
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"P. Liberal",6
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"P. de la U",8
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"Centro Democrático",9
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"Colombia Justa Libres",NA
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"MAIS",NA
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"MIRA",NA
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"ASI",NA
"2020-10-08 11:15:53",7,"Mujer",2000,"Profesional",0,1,"Opción Ciudadana",NA
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"P. Comunista Colombiano",2
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"Colombia Humana",2
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"P. UP",2
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"Colombia Justa Libres",3
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"MAIS",3
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"FARC partido",3
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"ASI",3
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"Opción Ciudadana",3
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"POLO Democrático Alternativo",4
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"P. Liberal",5
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"Alizana Verde",5
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"P. Conservador",6
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"P. de la U",6
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"Cambio Radical",7
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"Centro Democrático",7
"2020-10-08 11:16:30",8,"Mujer",2000,"Profesional",0,1,"MIRA",8
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"P. Comunista Colombiano",1
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"FARC partido",1
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"P. Liberal",2
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"Colombia Humana",2
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"Alizana Verde",2
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"POLO Democrático Alternativo",3
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"P. de la U",4
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"Cambio Radical",5
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"Centro Democrático",8
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"Colombia Justa Libres",9
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"P. Conservador",9
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"MIRA",9
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"MAIS",NA
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"ASI",NA
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"P. UP",NA
"2020-10-08 11:16:37",9,NA,2002,NA,0,0,"Opción Ciudadana",NA
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"POLO Democrático Alternativo",1
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"P. Comunista Colombiano",1
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"P. Liberal",1
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"Colombia Humana",1
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"FARC partido",1
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"Opción Ciudadana",1
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"MAIS",2
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"Alizana Verde",2
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"Colombia Justa Libres",3
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"Cambio Radical",3
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"P. UP",3
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"P. de la U",4
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"P. Conservador",5
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"MIRA",5
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"ASI",5
"2020-10-08 11:16:54",10,"Mujer",1999,"Profesional",3,1,"Centro Democrático",8
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"P. Comunista Colombiano",1
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"FARC partido",1
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"MAIS",2
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"Colombia Humana",2
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"P. UP",2
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"POLO Democrático Alternativo",4
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"Alizana Verde",5
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"ASI",5
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"P. Liberal",6
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"P. de la U",6
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"Cambio Radical",7
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"Colombia Justa Libres",8
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"P. Conservador",8
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"Opción Ciudadana",8
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"MIRA",9
"2020-10-08 11:17:15",11,"Hombre",2001,"Profesional",0,0,"Centro Democrático",9
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"P. Comunista Colombiano",1
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"POLO Democrático Alternativo",2
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"FARC partido",2
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"P. UP",2
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"Colombia Justa Libres",3
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"Colombia Humana",3
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"MAIS",4
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"Alizana Verde",4
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"ASI",6
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"P. Liberal",7
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"P. Conservador",8
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"P. de la U",8
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"Cambio Radical",9
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"MIRA",9
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"Centro Democrático",9
"2020-10-08 11:18:00",12,"Mujer",2002,"Profesional",0,0,"Opción Ciudadana",NA
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"P. Comunista Colombiano",1
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"Colombia Humana",1
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"Alizana Verde",1
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"FARC partido",1
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"P. UP",1
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"POLO Democrático Alternativo",2
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"MAIS",3
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"ASI",3
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"Cambio Radical",6
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"P. Liberal",6
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"MIRA",7
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"Colombia Justa Libres",8
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"P. Conservador",8
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"Centro Democrático",8
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"P. de la U",8
"2020-10-08 11:18:34",13,"Mujer",2000,"Bachillerato",0,1,"Opción Ciudadana",NA
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"POLO Democrático Alternativo",1
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"P. Comunista Colombiano",1
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"FARC partido",1
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"Colombia Humana",2
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"MAIS",3
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"ASI",3
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"P. UP",3
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"MIRA",4
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"Alizana Verde",5
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"Cambio Radical",6
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"P. Conservador",6
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"P. Liberal",6
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"P. de la U",7
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"Centro Democrático",9
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"Colombia Justa Libres",NA
"2020-10-08 11:19:16",14,"Hombre",2001,"Profesional",0,1,"Opción Ciudadana",NA
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"P. Comunista Colombiano",1
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"POLO Democrático Alternativo",2
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"MAIS",2
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"Colombia Humana",2
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"FARC partido",2
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"P. UP",2
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"Colombia Justa Libres",3
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"ASI",3
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"P. Liberal",5
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"Alizana Verde",5
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"Cambio Radical",6
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"P. de la U",6
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"P. Conservador",8
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"Centro Democrático",8
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"Opción Ciudadana",8
"2020-10-08 11:20:25",15,"Hombre",2001,"Profesional",0,0,"MIRA",9
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"P. Comunista Colombiano",1
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"POLO Democrático Alternativo",2
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"MAIS",2
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"Colombia Humana",2
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"FARC partido",2
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"P. UP",2
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"ASI",3
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"Alizana Verde",4
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"P. Liberal",6
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"P. de la U",6
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"Cambio Radical",7
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"Colombia Justa Libres",8
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"P. Conservador",8
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"MIRA",8
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"Centro Democrático",8
"2020-10-08 11:22:14",16,"Hombre",1999,"Bachillerato",0,1,"Opción Ciudadana",9
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"P. Comunista Colombiano",1
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"FARC partido",1
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"Colombia Humana",2
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"P. UP",2
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"Colombia Justa Libres",3
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"ASI",3
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"POLO Democrático Alternativo",4
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"MAIS",4
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"Alizana Verde",5
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"Cambio Radical",8
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"P. Conservador",8
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"P. Liberal",8
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"P. de la U",8
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"MIRA",9
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"Centro Democrático",9
"2020-10-08 11:43:28",17,"Hombre",1994,"Profesional",0,2,"Opción Ciudadana",NA
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"P. Comunista Colombiano",1
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"Colombia Humana",1
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"FARC partido",1
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"Colombia Justa Libres",2
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"MAIS",2
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"P. UP",2
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"Opción Ciudadana",2
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"POLO Democrático Alternativo",3
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"ASI",3
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"Alizana Verde",4
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"MIRA",5
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"P. Liberal",6
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"Centro Democrático",7
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"Cambio Radical",8
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"P. Conservador",9
"2020-10-08 11:44:35",18,"Hombre",2001,"Profesional",3,1,"P. de la U",9
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"P. Comunista Colombiano",1
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"Colombia Humana",1
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"FARC partido",1
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"P. UP",1
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"POLO Democrático Alternativo",2
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"Colombia Justa Libres",2
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"Alizana Verde",2
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"MIRA",2
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"MAIS",3
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"Opción Ciudadana",3
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"ASI",5
"2020-10-08 11:45:31",19,"Hombre",1961,"Maestría",0,6,"Centro Democrático",7
